review,rating,date,bank,source,sentiment_label,sentiment_score,themes
Good application,4,2025-11-27,CBE,Google Play,positive,0.4404,Other
It is nice app,5,2025-11-26,CBE,Google Play,positive,0.4215,Other
best,5,2025-11-25,CBE,Google Play,positive,0.6369,Other
good app,5,2025-11-25,CBE,Google Play,positive,0.4404,Other
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play,negative,-0.8979,Account Access Issues
nice app...,5,2025-11-25,CBE,Google Play,positive,0.4215,Other
very good banking service and fast service,5,2025-11-24,CBE,Google Play,positive,0.4927,Customer Support
thanks blc this app help me to use all time,5,2025-11-24,CBE,Google Play,positive,0.6808,Customer Support
good,5,2025-11-24,CBE,Google Play,positive,0.4404,Other
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,Google Play,neutral,0.0,Other
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23,CBE,Google Play,neutral,0.0,Other
በጣም ቀላልና ምቹ ነው።,5,2025-11-23,CBE,Google Play,neutral,0.0,Other
wow,5,2025-11-23,CBE,Google Play,positive,0.5859,Other
nice,5,2025-11-22,CBE,Google Play,positive,0.4215,Other
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,Google Play,neutral,0.0,Other
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,Google Play,positive,0.7177,Other
excellent,5,2025-11-22,CBE,Google Play,positive,0.5719,Other
ዳጊ,5,2025-11-21,CBE,Google Play,neutral,0.0,Other
absolutely right,5,2025-11-21,CBE,Google Play,neutral,0.0,Other
mid application it's so annoying,3,2025-11-20,CBE,Google Play,negative,-0.541,Other
I used morethan one year,4,2025-11-20,CBE,Google Play,neutral,0.0,Other
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,Google Play,positive,0.1531,Other
"It's great app,I love this app",5,2025-11-20,CBE,Google Play,positive,0.8519,Other
Nice,5,2025-11-19,CBE,Google Play,positive,0.4215,Other
suckkkks,1,2025-11-19,CBE,Google Play,neutral,0.0,Other
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play,neutral,0.0,"Transaction Performance, Feature Requests"
I love you this app,5,2025-11-19,CBE,Google Play,positive,0.6369,Other
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play,positive,0.7003,Other
make life easy,5,2025-11-19,CBE,Google Play,positive,0.4404,Other
securr,5,2025-11-19,CBE,Google Play,neutral,0.0,Other
My most optional bank,5,2025-11-17,CBE,Google Play,neutral,0.0,Other
5 star,5,2025-11-17,CBE,Google Play,neutral,0.0,Other
it is fantastic app.,5,2025-11-16,CBE,Google Play,positive,0.5574,Other
sifen,5,2025-11-16,CBE,Google Play,neutral,0.0,Other
i like this√,4,2025-11-16,CBE,Google Play,positive,0.3612,Other
Ok,3,2025-11-16,CBE,Google Play,positive,0.296,Other
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,Google Play,negative,-0.3818,"Account Access Issues, Feature Requests"
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play,negative,-0.8466,"Customer Support, Feature Requests"
Like,5,2025-11-13,CBE,Google Play,positive,0.3612,Other
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play,positive,0.831,Other
Good,5,2025-11-13,CBE,Google Play,positive,0.4404,Other
smart app,4,2025-11-12,CBE,Google Play,positive,0.4019,Other
good App,5,2025-11-12,CBE,Google Play,positive,0.4404,Other
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play,positive,0.4854,Customer Support
ok,5,2025-11-11,CBE,Google Play,positive,0.296,Other
cbe is my choice,4,2025-11-11,CBE,Google Play,neutral,0.0,Other
Awesome,5,2025-11-11,CBE,Google Play,positive,0.6249,Other
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play,neutral,0.0,Transaction Performance
Very convenient App,5,2025-11-11,CBE,Google Play,neutral,0.0,Other
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play,positive,0.3291,Other
wow apk,5,2025-11-10,CBE,Google Play,positive,0.5859,Other
best 100 %,5,2025-11-10,CBE,Google Play,positive,0.6369,Other
bad app,1,2025-11-10,CBE,Google Play,negative,-0.5423,Other
best app,5,2025-11-10,CBE,Google Play,positive,0.6369,Other
nice app,5,2025-11-10,CBE,Google Play,positive,0.4215,Other
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play,positive,0.6355,Other
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play,neutral,0.0,Feature Requests
👌👌,5,2025-11-10,CBE,Google Play,positive,0.9055,Other
best 👌,5,2025-11-10,CBE,Google Play,positive,0.8842,Other
not Refresh,2,2025-11-10,CBE,Google Play,neutral,0.0,Other
your statement is not used as wanted,1,2025-11-10,CBE,Google Play,neutral,0.0,Other
good very good,5,2025-11-09,CBE,Google Play,positive,0.7264,Other
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play,negative,-0.4939,Other
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,Google Play,positive,0.9251,Other
Good !,5,2025-11-08,CBE,Google Play,positive,0.4926,Other
i like it,5,2025-11-08,CBE,Google Play,positive,0.3612,Other
Very nice app,5,2025-11-08,CBE,Google Play,positive,0.4754,Other
the app is not functional this week.,4,2025-11-08,CBE,Google Play,neutral,0.0,Other
very updated bank,5,2025-11-06,CBE,Google Play,neutral,0.0,Feature Requests
tankyu,5,2025-11-05,CBE,Google Play,neutral,0.0,Other
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play,neutral,0.0,Other
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,neutral,0.0258,Customer Support
loved it,5,2025-11-05,CBE,Google Play,positive,0.5994,Other
this app is not working on my phone,5,2025-11-03,CBE,Google Play,neutral,0.0,Other
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play,neutral,-0.0423,Other
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play,positive,0.5678,"Account Access Issues, Feature Requests"
wow 😘😘😘,4,2025-11-02,CBE,Google Play,positive,0.9042,Other
mobile banking broblem,5,2025-11-01,CBE,Google Play,neutral,0.0,Other
good job,5,2025-11-01,CBE,Google Play,positive,0.4404,Other
it is a good and clear apps to use,4,2025-10-31,CBE,Google Play,positive,0.6705,Other
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,CBE,Google Play,neutral,0.0,Other
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,Google Play,positive,0.861,Customer Support
niiceh,5,2025-10-29,CBE,Google Play,neutral,0.0,Other
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,Google Play,negative,-0.2144,Other
🤮,1,2025-10-29,CBE,Google Play,neutral,0.0,Other
abdulakim abrahim elemoo,5,2025-10-29,CBE,Google Play,neutral,0.0,Other
strong,5,2025-10-28,CBE,Google Play,positive,0.5106,Other
Abebaw Zenebe,5,2025-10-28,CBE,Google Play,neutral,0.0,Other
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play,positive,0.6486,Feature Requests
Cbe,5,2025-10-27,CBE,Google Play,neutral,0.0,Other
Active and granted system,5,2025-10-27,CBE,Google Play,positive,0.5719,Other
fast app,4,2025-10-27,CBE,Google Play,neutral,0.0,Other
cool 😎,5,2025-10-27,CBE,Google Play,positive,0.6486,Other
Galaxy A10s,3,2025-10-26,CBE,Google Play,neutral,0.0,Other
the best apps,5,2025-10-26,CBE,Google Play,positive,0.6369,Other
arif app new,5,2025-10-26,CBE,Google Play,neutral,0.0,Other
laga Bari biranch,5,2025-10-26,CBE,Google Play,neutral,0.0,Other
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,CBE,Google Play,neutral,0.0,Other
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,Google Play,positive,0.6597,Other
Attractive,5,2025-10-25,CBE,Google Play,positive,0.4404,Other
mite,5,2025-10-24,CBE,Google Play,neutral,0.0,Other
useful,5,2025-10-24,CBE,Google Play,positive,0.4404,Other
"not good, not bad!",3,2025-10-23,CBE,Google Play,negative,-0.6208,Other
very good,5,2025-10-23,CBE,Google Play,positive,0.4927,Other
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,CBE,Google Play,neutral,0.0,Other
imp,5,2025-10-22,CBE,Google Play,neutral,0.0,Other
super fast app,5,2025-10-21,CBE,Google Play,positive,0.5994,Other
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play,positive,0.6896,"Account Access Issues, Transaction Performance, User Interface & Experience, Feature Requests"
cbe,4,2025-10-18,CBE,Google Play,neutral,0.0,Other
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,Google Play,neutral,0.0,Other
blah blah blah,5,2025-10-18,CBE,Google Play,negative,-0.296,Other
bad ግዴታ መሆንሁ,1,2025-10-17,CBE,Google Play,negative,-0.5423,Other
CBE no.1,5,2025-10-17,CBE,Google Play,neutral,0.0,Other
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,Google Play,neutral,0.0,Other
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play,positive,0.9152,Feature Requests
gooof,5,2025-10-16,CBE,Google Play,neutral,0.0,Other
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play,negative,-0.564,Other
Best app,5,2025-10-16,CBE,Google Play,positive,0.6369,Other
still not perfect like before,1,2025-10-15,CBE,Google Play,negative,-0.6259,Other
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play,negative,-0.9287,Other
APPLIED,1,2025-10-14,CBE,Google Play,neutral,0.0,Other
10 years ago,4,2025-10-14,CBE,Google Play,neutral,0.0,Other
Asefa Obsa,5,2025-10-14,CBE,Google Play,neutral,0.0,Other
it's good app,5,2025-10-14,CBE,Google Play,positive,0.4404,Other
very slow,1,2025-10-14,CBE,Google Play,neutral,0.0,Transaction Performance
berhan deriba wami,4,2025-10-14,CBE,Google Play,neutral,0.0,Other
mahamad Usman,5,2025-10-13,CBE,Google Play,neutral,0.0,Other
Erako,5,2025-10-13,CBE,Google Play,neutral,0.0,Other
🔥🔥🔥🔥🔥,5,2025-10-13,CBE,Google Play,negative,-0.875,Other
opne,5,2025-10-13,CBE,Google Play,neutral,0.0,Other
mehommd nuri,5,2025-10-13,CBE,Google Play,neutral,0.0,Other
Best,5,2025-10-12,CBE,Google Play,positive,0.6369,Other
providing very secure service.,5,2025-10-12,CBE,Google Play,positive,0.4005,Customer Support
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,CBE,Google Play,neutral,0.0,Other
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,Google Play,neutral,0.0,Other
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,Google Play,neutral,0.0,Other
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,CBE,Google Play,negative,-0.296,Other
Mamma Husen,2,2025-10-11,CBE,Google Play,neutral,0.0,Other
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play,positive,0.2263,User Interface & Experience
exceptional application from others bank,5,2025-10-10,CBE,Google Play,neutral,0.0,Other
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play,positive,0.8124,Other
good👍👍👍😊😊😊,5,2025-10-10,CBE,Google Play,positive,0.9633,Other
really good app,5,2025-10-10,CBE,Google Play,positive,0.4927,Other
smart bank CBE,5,2025-10-10,CBE,Google Play,positive,0.4019,Other
Ali urgesa11,3,2025-10-09,CBE,Google Play,neutral,0.0,Other
it's good,5,2025-10-09,CBE,Google Play,positive,0.4404,Other
Good apps,5,2025-10-09,CBE,Google Play,positive,0.4404,Other
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,CBE,Google Play,neutral,0.0,Account Access Issues
best app i ever seen,5,2025-10-09,CBE,Google Play,positive,0.6369,Other
it's game changing in financial system,4,2025-10-09,CBE,Google Play,neutral,0.0,Other
"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,CBE,Google Play,neutral,0.0,Other
will good updating,5,2025-10-09,CBE,Google Play,positive,0.4404,Feature Requests
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play,negative,-0.2411,Customer Support
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play,neutral,0.0,Feature Requests
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play,positive,0.7608,Other
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play,positive,0.908,Other
user compatible app!,5,2025-10-08,CBE,Google Play,neutral,0.0,Other
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play,positive,0.8891,Other
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play,positive,0.8689,Other
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,CBE,Google Play,positive,0.4926,Other
Asledin Ibsa,5,2025-10-06,CBE,Google Play,neutral,0.0,Other
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play,negative,-0.4767,Other
my bank,5,2025-10-05,CBE,Google Play,neutral,0.0,Other
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,negative,-0.4268,User Interface & Experience
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,neutral,0.0,Other
very good,5,2025-11-25,BOA,Google Play,positive,0.4927,Other
most of the time is not working properly,1,2025-11-25,BOA,Google Play,neutral,0.0,Other
good service,5,2025-11-25,BOA,Google Play,positive,0.4404,Customer Support
not use for me,3,2025-11-23,BOA,Google Play,neutral,0.0,Other
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,negative,-0.4019,"User Interface & Experience, Feature Requests"
waw,5,2025-11-21,BOA,Google Play,neutral,0.0,Other
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,negative,-0.1531,Other
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,negative,-0.8834,Other
it is a good app,5,2025-11-18,BOA,Google Play,positive,0.4404,Other
it is not working at all,1,2025-11-15,BOA,Google Play,neutral,0.0,Other
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,positive,0.9848,Other
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,positive,0.34,Other
fast and simple,5,2025-11-11,BOA,Google Play,neutral,0.0,Other
best of best,5,2025-11-10,BOA,Google Play,positive,0.8555,Other
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,negative,-0.5994,Other
good,4,2025-11-10,BOA,Google Play,positive,0.4404,Other
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,positive,0.4166,Other
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,positive,0.4404,Other
best app,5,2025-11-08,BOA,Google Play,positive,0.6369,Other
Best app,5,2025-11-07,BOA,Google Play,positive,0.6369,Other
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,negative,-0.4215,Other
my fav app,5,2025-11-07,BOA,Google Play,positive,0.4588,Other
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,neutral,0.0,Feature Requests
very nice,5,2025-11-04,BOA,Google Play,positive,0.4754,Other
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,positive,0.102,Other
I like,5,2025-11-02,BOA,Google Play,positive,0.3612,Other
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,neutral,0.0,Other
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,positive,0.4969,"Transaction Performance, Feature Requests"
"the worst app ever,",1,2025-10-30,BOA,Google Play,negative,-0.6249,Other
better,5,2025-10-29,BOA,Google Play,positive,0.4404,Other
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,neutral,-0.0258,Transaction Performance
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,negative,-0.4291,Other
kiyaa makonn,5,2025-10-27,BOA,Google Play,neutral,0.0,Other
